train epoch 0 step 0 seg 0.69059110  ver 0.25422847  precision 0.02193035  recall 0.52476907 
train epoch 0 step 0 seg 0.63345397  ver 0.28390700  precision 0.01238039  recall 0.00058561 
train epoch 0 step 0 seg 0.75455987  ver 0.25360614  precision 0.01210957  recall 0.99628609 
train epoch 0 step 0 seg_loss 0.69074333  ver_loss 0.24282765  precision 0.01102162  recall 0.35876647  loss1 0.93107629  loss2 0.93357110  loss3 931161.37500000 
train epoch 79 step 3555 seg_loss 0.11817189  ver_loss 0.19944203  precision 1.00000000  recall 0.00031165  loss1 0.31652951  loss2 0.31761390  loss3 373.39111328 
val epoch 79 step 79 seg_loss 0.07426338  ver_loss 0.19584334  precision 1.00000000  recall 0.00033760  loss1 0.26912490  loss2 0.27010664  loss3 0.00002456 
train epoch 80 step 3600 seg_loss 0.10643201  ver_loss 0.20264423  precision 1.00000000  recall 0.00033109  loss1 0.30823821  loss2 0.30907625  loss3 217.60580444 
val epoch 80 step 80 seg_loss 0.07473331  ver_loss 0.19630370  precision 1.00000000  recall 0.00033760  loss1 0.26990795  loss2 0.27103707  loss3 0.00002226 
train epoch 81 step 3645 seg_loss 0.14126804  ver_loss 0.22226703  precision 1.00000000  recall 0.00034509  loss1 0.36220232  loss2 0.36353505  loss3 178.72830200 
val epoch 81 step 81 seg_loss 0.07280844  ver_loss 0.19467640  precision 1.00000000  recall 0.00033760  loss1 0.26659411  loss2 0.26748484  loss3 0.00003074 
train epoch 82 step 3690 seg_loss 0.09066729  ver_loss 0.19347295  precision 1.00000000  recall 0.00032227  loss1 0.28314680  loss2 0.28414026  loss3 649.43933105 
val epoch 82 step 82 seg_loss 0.07236987  ver_loss 0.19552170  precision 1.00000000  recall 0.00033760  loss1 0.26703340  loss2 0.26789159  loss3 0.00003455 
train epoch 83 step 3735 seg_loss 0.15208258  ver_loss 0.18894950  precision 1.00000000  recall 0.00032873  loss1 0.34014812  loss2 0.34103206  loss3 144.94750977 
val epoch 83 step 83 seg_loss 0.07560514  ver_loss 0.19571240  precision 1.00000000  recall 0.00033760  loss1 0.26988542  loss2 0.27131748  loss3 0.00001928 
train epoch 84 step 3780 seg_loss 0.07385997  ver_loss 0.21097155  precision 1.00000000  recall 0.00046800  loss1 0.28367797  loss2 0.28483152  loss3 623.65417480 
val epoch 84 step 84 seg_loss 0.07353474  ver_loss 0.19549011  precision 1.00000000  recall 0.00033760  loss1 0.26830551  loss2 0.26902470  loss3 0.00002522 
train epoch 85 step 3825 seg_loss 0.08304901  ver_loss 0.18460259  precision 1.00000000  recall 0.00048589  loss1 0.26714179  loss2 0.26765162  loss3 437.79693604 
val epoch 85 step 85 seg_loss 0.07363319  ver_loss 0.19576134  precision 1.00000000  recall 0.00033760  loss1 0.26839244  loss2 0.26939452  loss3 0.00002713 
train epoch 86 step 3870 seg_loss 0.11509139  ver_loss 0.19125840  precision 1.00000000  recall 0.00043895  loss1 0.30536348  loss2 0.30634978  loss3 146.85453796 
val epoch 86 step 86 seg_loss 0.07708791  ver_loss 0.19718535  precision 1.00000000  recall 0.00033760  loss1 0.27279878  loss2 0.27427337  loss3 0.00001846 
train epoch 87 step 3915 seg_loss 0.11543251  ver_loss 0.21223986  precision 1.00000000  recall 0.00033999  loss1 0.32673955  loss2 0.32767239  loss3 315.49118042 
val epoch 87 step 87 seg_loss 0.07741366  ver_loss 0.19639660  precision 1.00000000  recall 0.00033760  loss1 0.27196875  loss2 0.27381036  loss3 0.00001978 
train epoch 88 step 3960 seg_loss 0.19104065  ver_loss 0.20579056  precision 1.00000000  recall 0.00027577  loss1 0.39578384  loss2 0.39683121  loss3 130.12358093 
val epoch 88 step 88 seg_loss 0.07728612  ver_loss 0.19547597  precision 1.00000000  recall 0.00033760  loss1 0.27093232  loss2 0.27276194  loss3 0.00001987 
train epoch 89 step 4005 seg_loss 0.15477487  ver_loss 0.23355988  precision 1.00000000  recall 0.00048884  loss1 0.38413814  loss2 0.38833475  loss3 128.40295410 
val epoch 89 step 89 seg_loss 0.07829937  ver_loss 0.19516358  precision 1.00000000  recall 0.00033760  loss1 0.27130905  loss2 0.27346304  loss3 0.00002078 
train epoch 90 step 4050 seg_loss 0.12019657  ver_loss 0.24546188  precision 1.00000000  recall 0.00042276  loss1 0.36393523  loss2 0.36565843  loss3 138.99227905 
val epoch 90 step 90 seg_loss 0.07737355  ver_loss 0.19588244  precision 1.00000000  recall 0.00033760  loss1 0.27178419  loss2 0.27325591  loss3 0.00001782 
train epoch 91 step 4095 seg_loss 0.09019265  ver_loss 0.20235965  precision 1.00000000  recall 0.00039277  loss1 0.29168326  loss2 0.29255229  loss3 168.07775879 
val epoch 91 step 91 seg_loss 0.07654037  ver_loss 0.19436708  precision 1.00000000  recall 0.00033760  loss1 0.26947922  loss2 0.27090743  loss3 0.00001818 
train epoch 92 step 4140 seg_loss 0.09524048  ver_loss 0.19296159  precision 1.00000000  recall 0.00047388  loss1 0.28737172  loss2 0.28820205  loss3 155.75355530 
val epoch 92 step 92 seg_loss 0.07587641  ver_loss 0.19522147  precision 1.00000000  recall 0.00033760  loss1 0.26991895  loss2 0.27109793  loss3 0.00001914 
train epoch 93 step 4185 seg_loss 0.10012282  ver_loss 0.19182166  precision 1.00000000  recall 0.00033703  loss1 0.29098505  loss2 0.29194447  loss3 334.36364746 
train epoch 93 step 4185 seg_loss 0.09474958  ver_loss 0.20204723  precision 1.00000000  recall 0.00032125  loss1 0.29635513  loss2 0.29679680  loss3 335.56585693 
val epoch 93 step 93 seg_loss 0.07797194  ver_loss 0.19571240  precision 1.00000000  recall 0.00033760  loss1 0.27135274  loss2 0.27368408  loss3 0.00002150 
train epoch 94 step 4230 seg_loss 0.11180286  ver_loss 0.21612105  precision 1.00000000  recall 0.00028240  loss1 0.32714307  loss2 0.32792389  loss3 236.67597961 
val epoch 94 step 94 seg_loss 0.07626847  ver_loss 0.19579226  precision 1.00000000  recall 0.00033760  loss1 0.27076215  loss2 0.27206078  loss3 0.00001840 
train epoch 95 step 4275 seg_loss 0.09186953  ver_loss 0.20469519  precision 1.00000000  recall 0.00038936  loss1 0.29478419  loss2 0.29656470  loss3 206.48689270 
val epoch 95 step 95 seg_loss 0.07705694  ver_loss 0.19664009  precision 1.00000000  recall 0.00033760  loss1 0.27260754  loss2 0.27369705  loss3 0.00001815 
train epoch 96 step 4320 seg_loss 0.17661628  ver_loss 0.19839706  precision 1.00000000  recall 0.00035438  loss1 0.37123138  loss2 0.37501335  loss3 103.79832458 
val epoch 96 step 96 seg_loss 0.07844039  ver_loss 0.19608656  precision 1.00000000  recall 0.00033760  loss1 0.27294111  loss2 0.27452710  loss3 0.00001764 
train epoch 97 step 4365 seg_loss 0.10246743  ver_loss 0.19849084  precision 1.00000000  recall 0.00065971  loss1 0.30006173  loss2 0.30095828  loss3 142.45997620 
val epoch 97 step 97 seg_loss 0.07938293  ver_loss 0.19789088  precision 1.00000000  recall 0.00033760  loss1 0.27535072  loss2 0.27727380  loss3 0.00001989 
train epoch 98 step 4410 seg_loss 0.09779982  ver_loss 0.20956230  precision 1.00000000  recall 0.00037804  loss1 0.30632681  loss2 0.30736214  loss3 131.33859253 
val epoch 98 step 98 seg_loss 0.07886634  ver_loss 0.19702111  precision 1.00000000  recall 0.00033760  loss1 0.27432430  loss2 0.27588755  loss3 0.00001555 
train epoch 99 step 4455 seg_loss 0.10470291  ver_loss 0.20062098  precision 1.00000000  recall 0.00035247  loss1 0.30342251  loss2 0.30532390  loss3 136.70678711 
val epoch 99 step 99 seg_loss 0.07881514  ver_loss 0.19637163  precision 1.00000000  recall 0.00033760  loss1 0.27349481  loss2 0.27518678  loss3 0.00001676 
train epoch 100 step 4500 seg_loss 0.14011739  ver_loss 0.18098050  precision 1.00000000  recall 0.00036719  loss1 0.31908298  loss2 0.32109788  loss3 130.57299805 
val epoch 100 step 100 seg_loss 0.07873967  ver_loss 0.19671638  precision 1.00000000  recall 0.00033760  loss1 0.27374700  loss2 0.27545595  loss3 0.00001986 
train epoch 101 step 4545 seg_loss 0.09381899  ver_loss 0.19655797  precision 1.00000000  recall 0.00038130  loss1 0.29000360  loss2 0.29037696  loss3 128.11296082 
val epoch 101 step 101 seg_loss 0.07821709  ver_loss 0.19620301  precision 1.00000000  recall 0.00033760  loss1 0.27302459  loss2 0.27442002  loss3 0.00001476 
train epoch 102 step 4590 seg_loss 0.12096151  ver_loss 0.22516118  precision 1.00000000  recall 0.00047149  loss1 0.34532464  loss2 0.34612268  loss3 91.37341309 
val epoch 102 step 102 seg_loss 0.07813743  ver_loss 0.19599822  precision 1.00000000  recall 0.00033760  loss1 0.27291536  loss2 0.27413544  loss3 0.00001432 
train epoch 103 step 4635 seg_loss 0.09502479  ver_loss 0.18170640  precision 1.00000000  recall 0.00037649  loss1 0.27590480  loss2 0.27673119  loss3 151.53491211 
val epoch 103 step 103 seg_loss 0.07807717  ver_loss 0.19549398  precision 1.00000000  recall 0.00033760  loss1 0.27189061  loss2 0.27357101  loss3 0.00001542 
train epoch 104 step 4680 seg_loss 0.09818867  ver_loss 0.20629948  precision 1.00000000  recall 0.00038433  loss1 0.30315655  loss2 0.30448818  loss3 152.86402893 
val epoch 104 step 104 seg_loss 0.07677346  ver_loss 0.19589268  precision 1.00000000  recall 0.00033760  loss1 0.27161196  loss2 0.27266634  loss3 0.00001325 
train epoch 105 step 4725 seg_loss 0.09343992  ver_loss 0.22470881  precision 1.00000000  recall 0.00031353  loss1 0.31631410  loss2 0.31814873  loss3 218.32235718 
val epoch 105 step 105 seg_loss 0.07753134  ver_loss 0.19645227  precision 1.00000000  recall 0.00033760  loss1 0.27264950  loss2 0.27398348  loss3 0.00001327 
train epoch 106 step 4770 seg_loss 0.11206937  ver_loss 0.20378560  precision 1.00000000  recall 0.00038431  loss1 0.31512374  loss2 0.31585494  loss3 104.45848846 
val epoch 106 step 106 seg_loss 0.07782722  ver_loss 0.19621952  precision 1.00000000  recall 0.00033760  loss1 0.27259460  loss2 0.27404699  loss3 0.00001320 
train epoch 107 step 4815 seg_loss 0.13047412  ver_loss 0.18784045  precision 1.00000000  recall 0.00034600  loss1 0.31636053  loss2 0.31831458  loss3 113.22912598 
